Record date,GEO,Type of stock,Type of crop,K tonnes
31/03/2017,British Columbia,Farm stocks,Wheat,29
31/07/2017,Canada,Farm stocks,Barley,1789
31/07/2017,Canada,Farm stocks,Canary seed,
31/07/2017,Canada,Farm stocks,Canola,424
31/07/2017,Canada,Farm stocks,Chick peas,
31/07/2017,Canada,Farm stocks,Corn,1766
31/07/2017,Canada,Farm stocks,Flaxseed,166
31/07/2017,Canada,Farm stocks,Lentils,224
31/07/2017,Canada,Farm stocks,Mustard seed,
31/07/2017,Canada,Farm stocks,Oats,576
31/07/2017,Canada,Farm stocks,Peas,163
31/07/2017,Canada,Farm stocks,Rye,134
31/07/2017,Canada,Farm stocks,Soybeans,30
31/07/2017,Canada,Farm stocks,Sunflower seed,
31/07/2017,Canada,Farm stocks,Wheat,2387
31/07/2017,Canada,Farm stocks,Wheat,930
31/07/2017,Canada,Farm stocks,Wheat,1457
31/07/2017,Canada,Commercial stocks,Barley,333
31/07/2017,Canada,Commercial stocks,Canary seed,
31/07/2017,Canada,Commercial stocks,Canola,918
31/07/2017,Canada,Commercial stocks,Chick peas,
31/07/2017,Canada,Commercial stocks,Corn,731
31/07/2017,Canada,Commercial stocks,Flaxseed,74
31/07/2017,Canada,Commercial stocks,Lentils,91
31/07/2017,Canada,Commercial stocks,Mustard seed,
31/07/2017,Canada,Commercial stocks,Oats,127
31/07/2017,Canada,Commercial stocks,Peas,137
31/07/2017,Canada,Commercial stocks,Rye,30
31/07/2017,Canada,Commercial stocks,Soybeans,325
31/07/2017,Canada,Commercial stocks,Sunflower seed,
31/07/2017,Canada,Commercial stocks,Wheat,4544
31/07/2017,Canada,Commercial stocks,Wheat,898
31/07/2017,Canada,Commercial stocks,Wheat,3646
31/07/2017,Eastern Canada,Farm stocks,Barley,51
31/07/2017,Eastern Canada,Farm stocks,Canola,0
31/07/2017,Eastern Canada,Farm stocks,Corn,1701
31/07/2017,Eastern Canada,Farm stocks,Oats,20
31/07/2017,Eastern Canada,Farm stocks,Rye,4
31/07/2017,Eastern Canada,Farm stocks,Soybeans,10
31/07/2017,Eastern Canada,Farm stocks,Wheat,238
31/07/2017,Eastern Canada,Farm stocks,Wheat,238
31/07/2017,Prince Edward Island,Farm stocks,Barley,6
31/07/2017,Prince Edward Island,Farm stocks,Corn,0
31/07/2017,Prince Edward Island,Farm stocks,Oats,0
31/07/2017,Prince Edward Island,Farm stocks,Soybeans,0
31/07/2017,Prince Edward Island,Farm stocks,Wheat,1
31/07/2017,Prince Edward Island,Farm stocks,Wheat,1
31/07/2017,Nova Scotia,Farm stocks,Barley,0
31/07/2017,Nova Scotia,Farm stocks,Corn,0
31/07/2017,Nova Scotia,Farm stocks,Oats,0
31/07/2017,Nova Scotia,Farm stocks,Soybeans,0
31/07/2017,Nova Scotia,Farm stocks,Wheat,1
31/07/2017,Nova Scotia,Farm stocks,Wheat,1
31/07/2017,New Brunswick,Farm stocks,Barley,0
31/07/2017,New Brunswick,Farm stocks,Canola,0
31/07/2017,New Brunswick,Farm stocks,Corn,1
31/07/2017,New Brunswick,Farm stocks,Oats,2
31/07/2017,New Brunswick,Farm stocks,Soybeans,0
31/07/2017,New Brunswick,Farm stocks,Wheat,1
31/07/2017,New Brunswick,Farm stocks,Wheat,1
31/07/2017,Quebec,Farm stocks,Barley,15
31/07/2017,Quebec,Farm stocks,Canola,0
31/07/2017,Quebec,Farm stocks,Corn,750
31/07/2017,Quebec,Farm stocks,Oats,15
31/07/2017,Quebec,Farm stocks,Rye,2
31/07/2017,Quebec,Farm stocks,Soybeans,5
31/07/2017,Quebec,Farm stocks,Wheat,25
31/07/2017,Quebec,Farm stocks,Wheat,25
31/07/2017,Ontario,Farm stocks,Barley,30
31/07/2017,Ontario,Farm stocks,Canola,0
31/07/2017,Ontario,Farm stocks,Corn,950
31/07/2017,Ontario,Farm stocks,Oats,3
31/07/2017,Ontario,Farm stocks,Rye,2
31/07/2017,Ontario,Farm stocks,Soybeans,5
31/07/2017,Ontario,Farm stocks,Wheat,210
31/07/2017,Ontario,Farm stocks,Wheat,210
31/07/2017,Western Canada,Farm stocks,Barley,1738
31/07/2017,Western Canada,Farm stocks,Canola,424
31/07/2017,Western Canada,Farm stocks,Corn,65
31/07/2017,Western Canada,Farm stocks,Flaxseed,166
31/07/2017,Western Canada,Farm stocks,Lentils,224
31/07/2017,Western Canada,Farm stocks,Oats,556
31/07/2017,Western Canada,Farm stocks,Peas,163
31/07/2017,Western Canada,Farm stocks,Rye,130
31/07/2017,Western Canada,Farm stocks,Soybeans,20
31/07/2017,Western Canada,Farm stocks,Wheat,2149
31/07/2017,Western Canada,Farm stocks,Wheat,930
31/07/2017,Western Canada,Farm stocks,Wheat,1219
31/07/2017,Manitoba,Farm stocks,Barley,235
31/07/2017,Manitoba,Farm stocks,Canola,50
31/07/2017,Manitoba,Farm stocks,Corn,65
31/07/2017,Manitoba,Farm stocks,Flaxseed,1
31/07/2017,Manitoba,Farm stocks,Lentils,0
31/07/2017,Manitoba,Farm stocks,Oats,30
31/07/2017,Manitoba,Farm stocks,Peas,3
31/07/2017,Manitoba,Farm stocks,Rye,0
31/07/2017,Manitoba,Farm stocks,Soybeans,20
31/07/2017,Manitoba,Farm stocks,Wheat,130
31/07/2017,Manitoba,Farm stocks,Wheat,0
31/07/2017,Manitoba,Farm stocks,Wheat,130
31/07/2017,Saskatchewan,Farm stocks,Barley,595
31/07/2017,Saskatchewan,Farm stocks,Canola,190
31/07/2017,Saskatchewan,Farm stocks,Flaxseed,150
31/07/2017,Saskatchewan,Farm stocks,Lentils,200
31/07/2017,Saskatchewan,Farm stocks,Oats,270
31/07/2017,Saskatchewan,Farm stocks,Peas,100
31/07/2017,Saskatchewan,Farm stocks,Rye,100
31/07/2017,Saskatchewan,Farm stocks,Soybeans,0
31/07/2017,Saskatchewan,Farm stocks,Wheat,1325
31/07/2017,Saskatchewan,Farm stocks,Wheat,800
31/07/2017,Saskatchewan,Farm stocks,Wheat,525
31/07/2017,Alberta,Farm stocks,Barley,900
31/07/2017,Alberta,Farm stocks,Canola,175
31/07/2017,Alberta,Farm stocks,Corn,0
31/07/2017,Alberta,Farm stocks,Flaxseed,15
31/07/2017,Alberta,Farm stocks,Lentils,24
31/07/2017,Alberta,Farm stocks,Oats,255
31/07/2017,Alberta,Farm stocks,Peas,60
31/07/2017,Alberta,Farm stocks,Rye,30
31/07/2017,Alberta,Farm stocks,Wheat,680
31/07/2017,Alberta,Farm stocks,Wheat,130
31/07/2017,Alberta,Farm stocks,Wheat,550
31/07/2017,British Columbia,Farm stocks,Barley,8
31/07/2017,British Columbia,Farm stocks,Canola,9
31/07/2017,British Columbia,Farm stocks,Oats,1
31/07/2017,British Columbia,Farm stocks,Peas,0
31/07/2017,British Columbia,Farm stocks,Wheat,14
31/07/2017,British Columbia,Farm stocks,Wheat,14
31/12/2017,Canada,Farm stocks,Barley,5753
31/12/2017,Canada,Farm stocks,Canary seed,
31/12/2017,Canada,Farm stocks,Canola,12463
31/12/2017,Canada,Farm stocks,Chick peas,
31/12/2017,Canada,Farm stocks,Corn,9460
31/12/2017,Canada,Farm stocks,Flaxseed,441
31/12/2017,Canada,Farm stocks,Lentils,1995
31/12/2017,Canada,Farm stocks,Mustard seed,
31/12/2017,Canada,Farm stocks,Oats,2693
31/12/2017,Canada,Farm stocks,Peas,2549
31/12/2017,Canada,Farm stocks,Rye,304
31/12/2017,Canada,Farm stocks,Soybeans,2985
31/12/2017,Canada,Farm stocks,Sunflower seed,
31/12/2017,Canada,Farm stocks,Wheat,20002
31/12/2017,Canada,Farm stocks,Wheat,4100
31/12/2017,Canada,Farm stocks,Wheat,15902
31/12/2017,Canada,Commercial stocks,Barley,280
31/12/2017,Canada,Commercial stocks,Canary seed,
31/12/2017,Canada,Commercial stocks,Canola,1605
31/12/2017,Canada,Commercial stocks,Chick peas,
31/12/2017,Canada,Commercial stocks,Corn,2960
31/12/2017,Canada,Commercial stocks,Flaxseed,80
31/12/2017,Canada,Commercial stocks,Lentils,116
31/12/2017,Canada,Commercial stocks,Mustard seed,
31/12/2017,Canada,Commercial stocks,Oats,190
31/12/2017,Canada,Commercial stocks,Peas,274
31/12/2017,Canada,Commercial stocks,Rye,31
31/12/2017,Canada,Commercial stocks,Soybeans,1400
31/12/2017,Canada,Commercial stocks,Sunflower seed,
31/12/2017,Canada,Commercial stocks,Wheat,4234
31/12/2017,Canada,Commercial stocks,Wheat,681
31/12/2017,Canada,Commercial stocks,Wheat,3552
31/12/2017,Eastern Canada,Farm stocks,Barley,227
31/12/2017,Eastern Canada,Farm stocks,Canola,23
31/12/2017,Eastern Canada,Farm stocks,Corn,8360
31/12/2017,Eastern Canada,Farm stocks,Oats,130
31/12/2017,Eastern Canada,Farm stocks,Rye,21
31/12/2017,Eastern Canada,Farm stocks,Soybeans,1840
31/12/2017,Eastern Canada,Farm stocks,Wheat,937
31/12/2017,Eastern Canada,Farm stocks,Wheat,937
31/12/2017,Prince Edward Island,Farm stocks,Barley,47
31/12/2017,Prince Edward Island,Farm stocks,Corn,
31/12/2017,Prince Edward Island,Farm stocks,Oats,5
31/12/2017,Prince Edward Island,Farm stocks,Soybeans,19
31/12/2017,Prince Edward Island,Farm stocks,Wheat,24
31/12/2017,Prince Edward Island,Farm stocks,Wheat,24
31/12/2017,Nova Scotia,Farm stocks,Barley,4
31/12/2017,Nova Scotia,Farm stocks,Corn,30
31/12/2017,Nova Scotia,Farm stocks,Oats,2
31/12/2017,Nova Scotia,Farm stocks,Soybeans,6
31/12/2017,Nova Scotia,Farm stocks,Wheat,7
31/12/2017,Nova Scotia,Farm stocks,Wheat,7
31/12/2017,New Brunswick,Farm stocks,Barley,11
31/12/2017,New Brunswick,Farm stocks,Canola,0
31/12/2017,New Brunswick,Farm stocks,Corn,30
31/12/2017,New Brunswick,Farm stocks,Oats,20
31/12/2017,New Brunswick,Farm stocks,Soybeans,5
31/12/2017,New Brunswick,Farm stocks,Wheat,6
31/12/2017,New Brunswick,Farm stocks,Wheat,6
31/12/2017,Quebec,Farm stocks,Barley,110
31/12/2017,Quebec,Farm stocks,Canola,11
31/12/2017,Quebec,Farm stocks,Corn,3200
31/12/2017,Quebec,Farm stocks,Oats,65
31/12/2017,Quebec,Farm stocks,Rye,7
31/12/2017,Quebec,Farm stocks,Soybeans,530
31/12/2017,Quebec,Farm stocks,Wheat,150
31/12/2017,Quebec,Farm stocks,Wheat,150
31/12/2017,Ontario,Farm stocks,Barley,55
31/12/2017,Ontario,Farm stocks,Canola,12
31/12/2017,Ontario,Farm stocks,Corn,5100
31/12/2017,Ontario,Farm stocks,Oats,38
31/12/2017,Ontario,Farm stocks,Rye,14
31/12/2017,Ontario,Farm stocks,Soybeans,1300
31/12/2017,Ontario,Farm stocks,Wheat,750
31/12/2017,Ontario,Farm stocks,Wheat,750
31/12/2017,Western Canada,Farm stocks,Barley,5526
31/12/2017,Western Canada,Farm stocks,Canola,12575
31/12/2017,Western Canada,Farm stocks,Corn,1100
31/12/2017,Western Canada,Farm stocks,Flaxseed,441
31/12/2017,Western Canada,Farm stocks,Lentils,1995
31/12/2017,Western Canada,Farm stocks,Oats,2563
31/12/2017,Western Canada,Farm stocks,Peas,2549
31/12/2017,Western Canada,Farm stocks,Rye,283
31/12/2017,Western Canada,Farm stocks,Soybeans,1125
31/12/2017,Western Canada,Farm stocks,Wheat,19065
31/12/2017,Western Canada,Farm stocks,Wheat,4100
31/12/2017,Western Canada,Farm stocks,Wheat,14965
31/12/2017,Manitoba,Farm stocks,Barley,400
31/12/2017,Manitoba,Farm stocks,Canola,1650
31/12/2017,Manitoba,Farm stocks,Corn,1000
31/12/2017,Manitoba,Farm stocks,Flaxseed,21
31/12/2017,Manitoba,Farm stocks,Lentils,0
31/12/2017,Manitoba,Farm stocks,Oats,400
31/12/2017,Manitoba,Farm stocks,Peas,50
31/12/2017,Manitoba,Farm stocks,Rye,68
31/12/2017,Manitoba,Farm stocks,Soybeans,950
31/12/2017,Manitoba,Farm stocks,Wheat,2745
31/12/2017,Manitoba,Farm stocks,Wheat,0
31/12/2017,Manitoba,Farm stocks,Wheat,2745
31/12/2017,Saskatchewan,Farm stocks,Barley,2100
31/12/2017,Saskatchewan,Farm stocks,Canola,6450
31/12/2017,Saskatchewan,Farm stocks,Flaxseed,370
31/12/2017,Saskatchewan,Farm stocks,Lentils,1820
31/12/2017,Saskatchewan,Farm stocks,Oats,1500
31/12/2017,Saskatchewan,Farm stocks,Peas,1240
31/12/2017,Saskatchewan,Farm stocks,Rye,175
31/12/2017,Saskatchewan,Farm stocks,Soybeans,175
31/12/2017,Saskatchewan,Farm stocks,Wheat,9260
31/12/2017,Saskatchewan,Farm stocks,Wheat,3100
31/12/2017,Saskatchewan,Farm stocks,Wheat,6160
31/12/2017,Alberta,Farm stocks,Barley,3000
31/12/2017,Alberta,Farm stocks,Canola,4300
31/12/2017,Alberta,Farm stocks,Corn,100
31/12/2017,Alberta,Farm stocks,Flaxseed,50
31/12/2017,Alberta,Farm stocks,Lentils,175
31/12/2017,Alberta,Farm stocks,Oats,630
31/12/2017,Alberta,Farm stocks,Peas,1220
31/12/2017,Alberta,Farm stocks,Rye,40
31/12/2017,Alberta,Farm stocks,Wheat,7015
31/12/2017,Alberta,Farm stocks,Wheat,1000
31/12/2017,Alberta,Farm stocks,Wheat,6015
31/12/2017,British Columbia,Farm stocks,Barley,26
31/12/2017,British Columbia,Farm stocks,Canola,40
31/12/2017,British Columbia,Farm stocks,Oats,33
31/12/2017,British Columbia,Farm stocks,Peas,39
31/12/2017,British Columbia,Farm stocks,Wheat,45
31/12/2017,British Columbia,Farm stocks,Wheat,45
31/03/2018,Canada,Farm stocks,Barley,3050
31/03/2018,Canada,Farm stocks,Canary seed,55
31/03/2018,Canada,Farm stocks,Canola,7656
31/03/2018,Canada,Farm stocks,Chick peas,42
31/03/2018,Canada,Farm stocks,Corn,6665
31/03/2018,Canada,Farm stocks,Flaxseed,295
31/03/2018,Canada,Farm stocks,Lentils,1433
31/03/2018,Canada,Farm stocks,Mustard seed,72
31/03/2018,Canada,Farm stocks,Oats,1902
31/03/2018,Canada,Farm stocks,Peas,1910
31/03/2018,Canada,Farm stocks,Rye,217
31/03/2018,Canada,Farm stocks,Soybeans,1789
31/03/2018,Canada,Farm stocks,Sunflower seed,110
31/03/2018,Canada,Farm stocks,Wheat,13211
31/03/2018,Canada,Farm stocks,Wheat,2700
31/03/2018,Canada,Farm stocks,Wheat,10511
31/03/2018,Canada,Commercial stocks,Barley,340
31/03/2018,Canada,Commercial stocks,Canary seed,24
31/03/2018,Canada,Commercial stocks,Canola,1564
31/03/2018,Canada,Commercial stocks,Chick peas,11
31/03/2018,Canada,Commercial stocks,Corn,2089
31/03/2018,Canada,Commercial stocks,Flaxseed,66
31/03/2018,Canada,Commercial stocks,Lentils,179
31/03/2018,Canada,Commercial stocks,Mustard seed,27
31/03/2018,Canada,Commercial stocks,Oats,209
31/03/2018,Canada,Commercial stocks,Peas,349
31/03/2018,Canada,Commercial stocks,Rye,34
31/03/2018,Canada,Commercial stocks,Soybeans,1084
31/03/2018,Canada,Commercial stocks,Sunflower seed,6
31/03/2018,Canada,Commercial stocks,Wheat,3845
31/03/2018,Canada,Commercial stocks,Wheat,664
31/03/2018,Canada,Commercial stocks,Wheat,3181
31/03/2018,Eastern Canada,Farm stocks,Barley,135
31/03/2018,Eastern Canada,Farm stocks,Canola,11
31/03/2018,Eastern Canada,Farm stocks,Corn,5875
31/03/2018,Eastern Canada,Farm stocks,Oats,73
31/03/2018,Eastern Canada,Farm stocks,Rye,9
31/03/2018,Eastern Canada,Farm stocks,Soybeans,991
31/03/2018,Eastern Canada,Farm stocks,Wheat,623
31/03/2018,Eastern Canada,Farm stocks,Wheat,623
31/03/2018,Prince Edward Island,Farm stocks,Barley,28
31/03/2018,Prince Edward Island,Farm stocks,Corn,
31/03/2018,Prince Edward Island,Farm stocks,Oats,3
31/03/2018,Prince Edward Island,Farm stocks,Soybeans,11
31/03/2018,Prince Edward Island,Farm stocks,Wheat,16
31/03/2018,Prince Edward Island,Farm stocks,Wheat,16
31/03/2018,Nova Scotia,Farm stocks,Barley,2
31/03/2018,Nova Scotia,Farm stocks,Corn,15
31/03/2018,Nova Scotia,Farm stocks,Oats,1
31/03/2018,Nova Scotia,Farm stocks,Soybeans,2
31/03/2018,Nova Scotia,Farm stocks,Wheat,3
31/03/2018,Nova Scotia,Farm stocks,Wheat,3
31/03/2018,New Brunswick,Farm stocks,Barley,6
31/03/2018,New Brunswick,Farm stocks,Canola,0
31/03/2018,New Brunswick,Farm stocks,Corn,10
31/03/2018,New Brunswick,Farm stocks,Oats,12
31/03/2018,New Brunswick,Farm stocks,Soybeans,3
31/03/2018,New Brunswick,Farm stocks,Wheat,4
31/03/2018,New Brunswick,Farm stocks,Wheat,4
31/03/2018,Quebec,Farm stocks,Barley,67
31/03/2018,Quebec,Farm stocks,Canola,5
31/03/2018,Quebec,Farm stocks,Corn,2150
31/03/2018,Quebec,Farm stocks,Oats,39
31/03/2018,Quebec,Farm stocks,Rye,4
31/03/2018,Quebec,Farm stocks,Soybeans,355
31/03/2018,Quebec,Farm stocks,Wheat,100
31/03/2018,Quebec,Farm stocks,Wheat,100
31/03/2018,Ontario,Farm stocks,Barley,32
31/03/2018,Ontario,Farm stocks,Canola,6
31/03/2018,Ontario,Farm stocks,Corn,3700
31/03/2018,Ontario,Farm stocks,Oats,25
31/03/2018,Ontario,Farm stocks,Rye,5
31/03/2018,Ontario,Farm stocks,Soybeans,700
31/03/2018,Ontario,Farm stocks,Wheat,500
31/03/2018,Ontario,Farm stocks,Wheat,500
31/03/2018,Western Canada,Farm stocks,Barley,2915
31/03/2018,Western Canada,Farm stocks,Canola,7575
31/03/2018,Western Canada,Farm stocks,Corn,790
31/03/2018,Western Canada,Farm stocks,Flaxseed,295
31/03/2018,Western Canada,Farm stocks,Lentils,1433
31/03/2018,Western Canada,Farm stocks,Oats,1822
31/03/2018,Western Canada,Farm stocks,Peas,1910
31/03/2018,Western Canada,Farm stocks,Rye,208
31/03/2018,Western Canada,Farm stocks,Soybeans,718
31/03/2018,Western Canada,Farm stocks,Wheat,12588
31/03/2018,Western Canada,Farm stocks,Wheat,2700
31/03/2018,Western Canada,Farm stocks,Wheat,9888
31/03/2018,Manitoba,Farm stocks,Barley,260
31/03/2018,Manitoba,Farm stocks,Canola,1075
31/03/2018,Manitoba,Farm stocks,Corn,750
31/03/2018,Manitoba,Farm stocks,Flaxseed,8
31/03/2018,Manitoba,Farm stocks,Lentils,0
31/03/2018,Manitoba,Farm stocks,Oats,270
31/03/2018,Manitoba,Farm stocks,Peas,35
31/03/2018,Manitoba,Farm stocks,Rye,33
31/03/2018,Manitoba,Farm stocks,Soybeans,650
31/03/2018,Manitoba,Farm stocks,Wheat,1925
31/03/2018,Manitoba,Farm stocks,Wheat,0
31/03/2018,Manitoba,Farm stocks,Wheat,1925
31/03/2018,Saskatchewan,Farm stocks,Barley,1050
31/03/2018,Saskatchewan,Farm stocks,Canola,3830
31/03/2018,Saskatchewan,Farm stocks,Flaxseed,255
31/03/2018,Saskatchewan,Farm stocks,Lentils,1310
31/03/2018,Saskatchewan,Farm stocks,Oats,1030
31/03/2018,Saskatchewan,Farm stocks,Peas,940
31/03/2018,Saskatchewan,Farm stocks,Rye,145
31/03/2018,Saskatchewan,Farm stocks,Soybeans,
31/03/2018,Saskatchewan,Farm stocks,Wheat,6120
31/03/2018,Saskatchewan,Farm stocks,Wheat,2070
31/03/2018,Saskatchewan,Farm stocks,Wheat,4050
31/03/2018,Alberta,Farm stocks,Barley,1590
31/03/2018,Alberta,Farm stocks,Canola,2725
31/03/2018,Alberta,Farm stocks,Corn,40
31/03/2018,Alberta,Farm stocks,Flaxseed,32
31/03/2018,Alberta,Farm stocks,Lentils,123
31/03/2018,Alberta,Farm stocks,Oats,500
31/03/2018,Alberta,Farm stocks,Peas,910
31/03/2018,Alberta,Farm stocks,Rye,30
31/03/2018,Alberta,Farm stocks,Soybeans,
31/03/2018,Alberta,Farm stocks,Wheat,4530
31/03/2018,Alberta,Farm stocks,Wheat,630
31/03/2018,Alberta,Farm stocks,Wheat,3900
31/03/2018,British Columbia,Farm stocks,Barley,15
31/03/2018,British Columbia,Farm stocks,Canola,15
31/03/2018,British Columbia,Farm stocks,Oats,22
31/03/2018,British Columbia,Farm stocks,Peas,25
31/03/2018,British Columbia,Farm stocks,Wheat,13
31/03/2018,British Columbia,Farm stocks,Wheat,13
31/07/2018,Canada,Farm stocks,Barley,1023
31/07/2018,Canada,Farm stocks,Canary seed,4
31/07/2018,Canada,Farm stocks,Canola,1682
31/07/2018,Canada,Farm stocks,Chick peas,6
31/07/2018,Canada,Farm stocks,Corn,1561
31/07/2018,Canada,Farm stocks,Flaxseed,53
31/07/2018,Canada,Farm stocks,Lentils,725
31/07/2018,Canada,Farm stocks,Mustard seed,30
31/07/2018,Canada,Farm stocks,Oats,612
31/07/2018,Canada,Farm stocks,Peas,381
31/07/2018,Canada,Farm stocks,Rye,92
31/07/2018,Canada,Farm stocks,Soybeans,144
31/07/2018,Canada,Farm stocks,Sunflower seed,85
31/07/2018,Canada,Farm stocks,Wheat,3219
31/07/2018,Canada,Farm stocks,Wheat,760
31/07/2018,Canada,Farm stocks,Wheat,2459
31/07/2018,Canada,Commercial stocks,Barley,221
31/07/2018,Canada,Commercial stocks,Canary seed,12
31/07/2018,Canada,Commercial stocks,Canola,954
31/07/2018,Canada,Commercial stocks,Chick peas,7
31/07/2018,Canada,Commercial stocks,Corn,856
31/07/2018,Canada,Commercial stocks,Flaxseed,74
31/07/2018,Canada,Commercial stocks,Lentils,148
31/07/2018,Canada,Commercial stocks,Mustard seed,24
31/07/2018,Canada,Commercial stocks,Oats,166
31/07/2018,Canada,Commercial stocks,Peas,267
31/07/2018,Canada,Commercial stocks,Rye,32
31/07/2018,Canada,Commercial stocks,Soybeans,508
31/07/2018,Canada,Commercial stocks,Sunflower seed,13
31/07/2018,Canada,Commercial stocks,Wheat,3512
31/07/2018,Canada,Commercial stocks,Wheat,716
31/07/2018,Canada,Commercial stocks,Wheat,2796
31/07/2018,Eastern Canada,Farm stocks,Barley,41
31/07/2018,Eastern Canada,Farm stocks,Canola,0
31/07/2018,Eastern Canada,Farm stocks,Corn,1481
31/07/2018,Eastern Canada,Farm stocks,Oats,12
31/07/2018,Eastern Canada,Farm stocks,Rye,5
31/07/2018,Eastern Canada,Farm stocks,Soybeans,84
31/07/2018,Eastern Canada,Farm stocks,Wheat,283
31/07/2018,Eastern Canada,Farm stocks,Wheat,283
31/07/2018,Prince Edward Island,Farm stocks,Barley,5
31/07/2018,Prince Edward Island,Farm stocks,Corn,
31/07/2018,Prince Edward Island,Farm stocks,Oats,0
31/07/2018,Prince Edward Island,Farm stocks,Soybeans,4
31/07/2018,Prince Edward Island,Farm stocks,Wheat,1
31/07/2018,Prince Edward Island,Farm stocks,Wheat,1
31/07/2018,Nova Scotia,Farm stocks,Barley,1
31/07/2018,Nova Scotia,Farm stocks,Corn,5
31/07/2018,Nova Scotia,Farm stocks,Oats,0
31/07/2018,Nova Scotia,Farm stocks,Soybeans,0
31/07/2018,Nova Scotia,Farm stocks,Wheat,1
31/07/2018,Nova Scotia,Farm stocks,Wheat,1
31/07/2018,New Brunswick,Farm stocks,Barley,0
31/07/2018,New Brunswick,Farm stocks,Canola,0
31/07/2018,New Brunswick,Farm stocks,Corn,1
31/07/2018,New Brunswick,Farm stocks,Oats,3
31/07/2018,New Brunswick,Farm stocks,Soybeans,0
31/07/2018,New Brunswick,Farm stocks,Wheat,1
31/07/2018,New Brunswick,Farm stocks,Wheat,1
31/07/2018,Quebec,Farm stocks,Barley,18
31/07/2018,Quebec,Farm stocks,Canola,0
31/07/2018,Quebec,Farm stocks,Corn,500
31/07/2018,Quebec,Farm stocks,Oats,0
31/07/2018,Quebec,Farm stocks,Rye,2
31/07/2018,Quebec,Farm stocks,Soybeans,50
31/07/2018,Quebec,Farm stocks,Wheat,40
31/07/2018,Quebec,Farm stocks,Wheat,40
31/07/2018,Ontario,Farm stocks,Barley,17
31/07/2018,Ontario,Farm stocks,Canola,0
31/07/2018,Ontario,Farm stocks,Corn,975
31/07/2018,Ontario,Farm stocks,Oats,9
31/07/2018,Ontario,Farm stocks,Rye,3
31/07/2018,Ontario,Farm stocks,Soybeans,30
31/07/2018,Ontario,Farm stocks,Wheat,240
31/07/2018,Ontario,Farm stocks,Wheat,240
31/07/2018,Western Canada,Farm stocks,Barley,982
31/07/2018,Western Canada,Farm stocks,Canola,1627
31/07/2018,Western Canada,Farm stocks,Corn,80
31/07/2018,Western Canada,Farm stocks,Flaxseed,53
31/07/2018,Western Canada,Farm stocks,Lentils,725
31/07/2018,Western Canada,Farm stocks,Oats,600
31/07/2018,Western Canada,Farm stocks,Peas,381
31/07/2018,Western Canada,Farm stocks,Rye,67
31/07/2018,Western Canada,Farm stocks,Soybeans,60
31/07/2018,Western Canada,Farm stocks,Wheat,2936
31/07/2018,Western Canada,Farm stocks,Wheat,760
31/07/2018,Western Canada,Farm stocks,Wheat,2176
31/07/2018,Manitoba,Farm stocks,Barley,95
31/07/2018,Manitoba,Farm stocks,Canola,150
31/07/2018,Manitoba,Farm stocks,Corn,75
31/07/2018,Manitoba,Farm stocks,Flaxseed,7
31/07/2018,Manitoba,Farm stocks,Lentils,0
31/07/2018,Manitoba,Farm stocks,Oats,100
31/07/2018,Manitoba,Farm stocks,Peas,6
31/07/2018,Manitoba,Farm stocks,Rye,0
31/07/2018,Manitoba,Farm stocks,Soybeans,50
31/07/2018,Manitoba,Farm stocks,Wheat,360
31/07/2018,Manitoba,Farm stocks,Wheat,0
31/07/2018,Manitoba,Farm stocks,Wheat,360
31/07/2018,Saskatchewan,Farm stocks,Barley,377
31/07/2018,Saskatchewan,Farm stocks,Canola,655
31/07/2018,Saskatchewan,Farm stocks,Flaxseed,40
31/07/2018,Saskatchewan,Farm stocks,Lentils,675
31/07/2018,Saskatchewan,Farm stocks,Oats,300
31/07/2018,Saskatchewan,Farm stocks,Peas,205
31/07/2018,Saskatchewan,Farm stocks,Rye,70
31/07/2018,Saskatchewan,Farm stocks,Soybeans,10
31/07/2018,Saskatchewan,Farm stocks,Wheat,1210
31/07/2018,Saskatchewan,Farm stocks,Wheat,500
31/07/2018,Saskatchewan,Farm stocks,Wheat,710
31/07/2018,Alberta,Farm stocks,Barley,510
31/07/2018,Alberta,Farm stocks,Canola,875
31/07/2018,Alberta,Farm stocks,Corn,5
31/07/2018,Alberta,Farm stocks,Flaxseed,6
31/07/2018,Alberta,Farm stocks,Lentils,50
31/07/2018,Alberta,Farm stocks,Oats,200
31/07/2018,Alberta,Farm stocks,Peas,170
31/07/2018,Alberta,Farm stocks,Rye,17
31/07/2018,Alberta,Farm stocks,Soybeans,
31/07/2018,Alberta,Farm stocks,Wheat,1360
31/07/2018,Alberta,Farm stocks,Wheat,260
31/07/2018,Alberta,Farm stocks,Wheat,1100
31/07/2018,British Columbia,Farm stocks,Barley,0
31/07/2018,British Columbia,Farm stocks,Canola,2
31/07/2018,British Columbia,Farm stocks,Oats,0
31/07/2018,British Columbia,Farm stocks,Peas,0
31/07/2018,British Columbia,Farm stocks,Wheat,6
31/07/2018,British Columbia,Farm stocks,Wheat,6
31/12/2018,Canada,Farm stocks,Barley,4647
31/12/2018,Canada,Farm stocks,Canary seed,95
31/12/2018,Canada,Farm stocks,Canola,13675
31/12/2018,Canada,Farm stocks,Chick peas,246
31/12/2018,Canada,Farm stocks,Corn,8523
31/12/2018,Canada,Farm stocks,Flaxseed,364
31/12/2018,Canada,Farm stocks,Lentils,2080
