Record date,Type of crop,Grade,Ktonnes,Region,Global_region,Destination
31/12/2017,Corn,No.3 CE,87.8,Bay & Lakes,Western Europe,Ireland
31/12/2017,Corn,No.3 CE,5.5,Bay & Lakes,Western Europe,United Kingdom
31/12/2017,Corn,No.3 CE,40.7,St. Lawrence,Western Europe,Ireland
31/12/2017,Corn,OTHER,0,Prairie Elevators,Western Hemisphere,United States
31/12/2017,Corn,OTHER,19.5,Bay & Lakes,Western Europe,Ireland
31/12/2017,Corn,OTHER,19.5,Bay & Lakes,Western Europe,Portugal
31/12/2017,Corn,OTHER,41.2,Bay & Lakes,Western Europe,Spain
31/12/2017,Corn,OTHER,7.6,St. Lawrence,Western Europe,Ireland
31/12/2017,Canary seed,OTHER,0.4,Prairie Elevators,Western Hemisphere,Mexico
31/12/2017,Canary seed,OTHER,0.4,Prairie Elevators,Western Hemisphere,United States
31/12/2017,Mustard seed,OTHER,1.4,Prairie Elevators,Western Hemisphere,United States
31/12/2017,Lentils,OTHER,1.1,Prairie Elevators,Western Hemisphere,Mexico
31/12/2017,Lentils,OTHER,3.3,Prairie Elevators,Western Hemisphere,United States
31/12/2017,Chick peas,OTHER,0.2,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Wheat,No.1 CW RS,17,Vancouver,Asia,China P.R.
31/03/2018,Wheat,No.1 CW RS,186,Vancouver,Asia,Japan
31/03/2018,Wheat,No.1 CW RS,35,Prince Rupert,Asia,Japan
31/03/2018,Wheat,No.1 CW RS,16.1,Prince Rupert,Asia,Philippines
31/03/2018,Wheat,No.1 CW RS,11.6,Prince Rupert,Western Hemisphere,Peru
31/03/2018,Wheat,No.2 C PS,44,Vancouver,Asia,Sri Lanka
31/03/2018,Wheat,No.2 C PS,18,Vancouver,Western Hemisphere,Colombia
31/03/2018,Wheat,No.2 CE,19.1,St. Lawrence,Western Hemisphere,Venezuela
31/03/2018,Wheat,No.2 CW RS,21.4,Vancouver,Africa,Mozambique
31/03/2018,Wheat,No.2 CW RS,11,Vancouver,Asia,China P.R.
31/03/2018,Wheat,No.2 CW RS,113.3,Vancouver,Asia,Indonesia
31/03/2018,Wheat,No.2 CW RS,18.5,Vancouver,Asia,Malaysia
31/03/2018,Wheat,No.2 CW RS,16.3,Vancouver,Asia,Oman
31/03/2018,Wheat,No.2 CW RS,35.7,Vancouver,Asia,Philippines
31/03/2018,Wheat,No.2 CW RS,33,Vancouver,Asia,Sri Lanka
31/03/2018,Wheat,No.2 CW RS,1,Vancouver,Asia,United Arab Emirates
31/03/2018,Wheat,No.2 CW RS,24.1,Vancouver,Western Hemisphere,Colombia
31/03/2018,Wheat,No.2 CW RS,1,Vancouver,Western Hemisphere,Ecuador
31/03/2018,Wheat,No.2 CW RS,61,Vancouver,Western Hemisphere,Mexico
31/03/2018,Wheat,No.2 CW RS,21.8,Vancouver,Western Hemisphere,Peru
31/03/2018,Wheat,No.2 CW RS,1,Prince Rupert,Africa,Burundi
31/03/2018,Wheat,No.2 CW RS,59.6,Prince Rupert,Africa,Kenya
31/03/2018,Wheat,No.2 CW RS,10,Prince Rupert,Africa,Mozambique
31/03/2018,Wheat,No.2 CW RS,1.5,Prince Rupert,Africa,Rwanda
31/03/2018,Wheat,No.2 CW RS,17.5,Prince Rupert,Africa,Tanzania
31/03/2018,Wheat,No.2 CW RS,40.9,Prince Rupert,Asia,Bangladesh
31/03/2018,Wheat,No.2 CW RS,25,Prince Rupert,Asia,Oman
31/03/2018,Wheat,No.2 CW RS,11.6,Prince Rupert,Asia,United Arab Emirates
31/03/2018,Wheat,No.2 CW RS,38.6,Prince Rupert,Western Hemisphere,Colombia
31/03/2018,Wheat,No.2 CW RS,42.7,Prince Rupert,Western Hemisphere,Ecuador
31/03/2018,Wheat,No.2 CW RS,9.4,St. Lawrence,Western Europe,Italy
31/03/2018,Wheat,No.2 CW RS,4.7,St. Lawrence,Western Europe,Spain
31/03/2018,Wheat,No.2 CW RS,9.5,St. Lawrence,Western Europe,United Kingdom
31/03/2018,Wheat,No.2 CW RS,22.3,St. Lawrence,Africa,Cameroon
31/03/2018,Wheat,No.2 CW RS,41,St. Lawrence,Africa,Ghana
31/03/2018,Wheat,No.2 CW RS,5,St. Lawrence,Africa,Ivory Coast
31/03/2018,Wheat,No.2 CW RS,35.2,St. Lawrence,Africa,Nigeria
31/03/2018,Wheat,No.2 CW RS,4,St. Lawrence,Africa,Senegal
31/03/2018,Wheat,No.2 CW RS,3,St. Lawrence,Africa,Togo
31/03/2018,Wheat,No.2 CW RS,15,St. Lawrence,Western Hemisphere,Colombia
31/03/2018,Wheat,No.2 CW RS,17.5,St. Lawrence,Western Hemisphere,Mexico
31/03/2018,Wheat,No.2 CW RS,45,St. Lawrence,Western Hemisphere,Venezuela
31/03/2018,Wheat,No.3 CW RS,2.4,Thunder Bay,Western Hemisphere,United States
31/03/2018,Wheat,OTHER,124.9,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Wheat,OTHER,14.6,Prince Rupert,Western Hemisphere,Colombia
31/03/2018,Wheat,OTHER,6.6,Prince Rupert,Western Hemisphere,Ecuador
31/03/2018,Wheat,OTHER,20,Prince Rupert,Western Hemisphere,Peru
31/03/2018,Wheat,OTHER,15.9,St. Lawrence,Western Hemisphere,Colombia
31/03/2018,Wheat,OTHER,14.7,St. Lawrence,Western Hemisphere,Mexico
31/03/2018,Wheat,No.1 CW AD,27,St. Lawrence,Africa,Morocco
31/03/2018,Wheat,No.2 CW AD,28.4,Vancouver,Africa,Morocco
31/03/2018,Wheat,No.2 CW AD,4.5,Vancouver,Asia,United Arab Emirates
31/03/2018,Wheat,No.3 CW AD,84,Vancouver,Africa,Algeria
31/03/2018,Wheat,No.3 CW AD,18.5,Vancouver,Western Hemisphere,Peru
31/03/2018,Wheat,No.3 CW AD,117.5,St. Lawrence,Africa,Algeria
31/03/2018,Wheat,OTHER,73.6,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Oats,No.2 CW,38.7,Vancouver,Western Hemisphere,Mexico
31/03/2018,Oats,OTHER,1,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Oats,OTHER,68.4,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Barley,OTHER,1.6,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Barley,OTHER,130.7,Vancouver,Asia,China P.R.
31/03/2018,Barley,OTHER,4.1,Vancouver,Asia,Japan
31/03/2018,Rye,OTHER,8.6,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Flaxseed,No.1 CW,24.1,Vancouver,Asia,China P.R.
31/03/2018,Flaxseed,OTHER,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Flaxseed,OTHER,11.3,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Canola,No.1 CANADA,362.4,Vancouver,Asia,China P.R.
31/03/2018,Canola,No.1 CANADA,201.2,Vancouver,Asia,Japan
31/03/2018,Canola,No.1 CANADA,20.6,Vancouver,Asia,Pakistan
31/03/2018,Canola,No.1 CANADA,49.4,Vancouver,Asia,United Arab Emirates
31/03/2018,Canola,No.1 CANADA,43.6,Vancouver,Western Hemisphere,Mexico
31/03/2018,Canola,No.1 CANADA,12,Prince Rupert,Asia,Japan
31/03/2018,Canola,No.1 CANADA,60.2,Prince Rupert,Asia,Pakistan
31/03/2018,Canola,No.1 CANADA,64.6,Prince Rupert,Asia,United Arab Emirates
31/03/2018,Canola,No.1 CANADA,40.3,St. Lawrence,Western Europe,France
31/03/2018,Canola,OTHER,41.8,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Soybeans,No.2 CANADA,14,Vancouver,Asia,Iran
31/03/2018,Soybeans,No.2 CANADA,6.4,St. Lawrence,Western Europe,Italy
31/03/2018,Soybeans,No.2 CANADA,44,St. Lawrence,Western Europe,Netherlands
31/03/2018,Soybeans,No.2 CANADA,38,St. Lawrence,Western Europe,Norway
31/03/2018,Soybeans,No.2 CANADA,31.6,St. Lawrence,Western Europe,Portugal
31/03/2018,Soybeans,No.2 CANADA,46,St. Lawrence,Asia,Turkey
31/03/2018,Soybeans,No.2 CANADA,7.8,St. Lawrence,Western Hemisphere,Cuba
31/03/2018,Soybeans,OTHER,0.4,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Peas,All grades combined,2.7,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Peas,All grades combined,83,Vancouver,Asia,China P.R.
31/03/2018,Corn,OTHER,7.6,St. Lawrence,Western Europe,Portugal
31/03/2018,Corn,OTHER,3.5,St. Lawrence,Western Europe,Spain
31/03/2018,Canary seed,OTHER,0.3,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Canary seed,OTHER,0.2,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Mustard seed,OTHER,1.3,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Lentils,No.2 CANADA,12.5,Vancouver,Asia,United Arab Emirates
31/03/2018,Lentils,OTHER,0.7,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Lentils,OTHER,1.7,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Chick peas,OTHER,0.1,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Wheat,No.1 CW RS,61.4,Vancouver,Asia,Japan
31/03/2018,Wheat,No.1 CW RS,13.1,St. Lawrence,Western Europe,United Kingdom
31/03/2018,Wheat,No.1 CW RS,12.5,St. Lawrence,Africa,Cameroon
31/03/2018,Wheat,No.1 CW RS,20,St. Lawrence,Africa,Ghana
31/03/2018,Wheat,No.1 CW RS,4,St. Lawrence,Africa,Togo
31/03/2018,Wheat,No.2 CW RS,35.5,Vancouver,Asia,Bangladesh
31/03/2018,Wheat,No.2 CW RS,110.3,Vancouver,Asia,Indonesia
31/03/2018,Wheat,No.2 CW RS,34.3,Vancouver,Asia,Philippines
31/03/2018,Wheat,No.2 CW RS,32.6,Vancouver,Asia,South Korea
31/03/2018,Wheat,No.2 CW RS,55,Vancouver,Asia,Sri Lanka
31/03/2018,Wheat,No.2 CW RS,15.4,Vancouver,Western Hemisphere,Colombia
31/03/2018,Wheat,No.2 CW RS,11,Vancouver,Western Hemisphere,Ecuador
31/03/2018,Wheat,No.2 CW RS,29.8,Vancouver,Western Hemisphere,Peru
31/03/2018,Wheat,No.2 CW RS,19.3,Prince Rupert,Asia,Bangladesh
31/03/2018,Wheat,No.2 CW RS,50.9,Prince Rupert,Asia,Indonesia
31/03/2018,Wheat,No.2 CW RS,34.6,Prince Rupert,Asia,United Arab Emirates
31/03/2018,Wheat,No.2 CW RS,16,Prince Rupert,Western Hemisphere,Colombia
31/03/2018,Wheat,No.2 CW RS,33,Prince Rupert,Western Hemisphere,Ecuador
31/03/2018,Wheat,No.2 CW RS,51.4,Prince Rupert,Western Hemisphere,Peru
31/03/2018,Wheat,No.2 CW RS,11.9,St. Lawrence,Western Europe,United Kingdom
31/03/2018,Wheat,No.2 CW RS,25.1,St. Lawrence,Africa,Ghana
31/03/2018,Wheat,No.2 CW RS,3,St. Lawrence,Africa,Ivory Coast
31/03/2018,Wheat,No.2 CW RS,41.4,St. Lawrence,Africa,Nigeria
31/03/2018,Wheat,No.2 CW RS,3,St. Lawrence,Africa,Senegal
31/03/2018,Wheat,No.2 CW RS,30,St. Lawrence,Western Hemisphere,Venezuela
31/03/2018,Wheat,No.2 CW SWS,22,Vancouver,Asia,Indonesia
31/03/2018,Wheat,OTHER,10.5,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Wheat,OTHER,109.3,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Wheat,OTHER,18.2,Vancouver,Asia,Iraq
31/03/2018,Wheat,OTHER,12.5,Vancouver,Asia,Japan
31/03/2018,Wheat,OTHER,22,Vancouver,Asia,Sri Lanka
31/03/2018,Wheat,OTHER,9.5,Vancouver,Western Hemisphere,Colombia
31/03/2018,Wheat,OTHER,5,Prince Rupert,Western Hemisphere,Colombia
31/03/2018,Wheat,OTHER,11.5,Prince Rupert,Western Hemisphere,Ecuador
31/03/2018,Wheat,OTHER,12.9,Prince Rupert,Western Hemisphere,Peru
31/03/2018,Wheat,OTHER,34.3,St. Lawrence,Western Europe,United Kingdom
31/03/2018,Wheat,No.1 CW AD,109,Vancouver,Africa,Morocco
31/03/2018,Wheat,No.1 CW AD,22.2,Vancouver,Asia,Japan
31/03/2018,Wheat,No.1 CW AD,30.7,St. Lawrence,Africa,Morocco
31/03/2018,Wheat,No.2 CW AD,27.8,Vancouver,Africa,Morocco
31/03/2018,Wheat,No.2 CW AD,3.5,St. Lawrence,Africa,Cameroon
31/03/2018,Wheat,No.2 CW AD,9.9,St. Lawrence,Africa,Nigeria
31/03/2018,Wheat,No.3 CW AD,1.5,Vancouver,Western Hemisphere,Peru
31/03/2018,Wheat,No.3 CW AD,61.4,St. Lawrence,Africa,Algeria
31/03/2018,Wheat,OTHER,71.3,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Oats,OTHER,1.4,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Oats,OTHER,102,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Barley,OTHER,7.7,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Barley,OTHER,202,Vancouver,Asia,China P.R.
31/03/2018,Barley,OTHER,10.3,Vancouver,Asia,Japan
31/03/2018,Rye,OTHER,8.1,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Flaxseed,OTHER,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Flaxseed,OTHER,7.8,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Canola,No.1 CANADA,62.2,Vancouver,Western Europe,France
31/03/2018,Canola,No.1 CANADA,11.2,Vancouver,Asia,Bangladesh
31/03/2018,Canola,No.1 CANADA,212.8,Vancouver,Asia,China P.R.
31/03/2018,Canola,No.1 CANADA,84.3,Vancouver,Asia,Japan
31/03/2018,Canola,No.1 CANADA,68,Vancouver,Asia,Pakistan
31/03/2018,Canola,No.1 CANADA,19.2,Vancouver,Asia,United Arab Emirates
31/03/2018,Canola,No.1 CANADA,30,Prince Rupert,Asia,China P.R.
31/03/2018,Canola,No.1 CANADA,32.5,Prince Rupert,Asia,United Arab Emirates
31/03/2018,Canola,No.1 CANADA,46.2,Prince Rupert,Western Hemisphere,Mexico
31/03/2018,Canola,OTHER,45.9,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Soybeans,No.2 CANADA,69.3,Vancouver,Asia,Iran
31/03/2018,Soybeans,No.2 CANADA,76.1,St. Lawrence,Western Europe,Netherlands
31/03/2018,Soybeans,No.2 CANADA,11.8,St. Lawrence,Western Europe,Norway
31/03/2018,Soybeans,OTHER,11.5,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Peas,All grades combined,2.5,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Peas,All grades combined,106.8,Vancouver,Asia,China P.R.
31/03/2018,Corn,OTHER,33,St. Lawrence,Western Europe,Ireland
31/03/2018,Canary seed,OTHER,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Canary seed,OTHER,0.1,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Mustard seed,OTHER,1.5,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Lentils,No.2 CANADA,34.9,Vancouver,Asia,Turkey
31/03/2018,Lentils,OTHER,1.4,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Lentils,OTHER,2,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Lentils,OTHER,13,Vancouver,Asia,Bangladesh
31/03/2018,Chick peas,OTHER,0.1,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Wheat,No.1 C PS,15.8,Vancouver,Western Hemisphere,Chile
31/03/2018,Wheat,No.1 CW RS,89.3,Vancouver,Asia,China P.R.
31/03/2018,Wheat,No.1 CW RS,11.4,Vancouver,Asia,Indonesia
31/03/2018,Wheat,No.1 CW RS,79.5,Vancouver,Asia,Japan
31/03/2018,Wheat,No.1 CW RS,6.2,Vancouver,Western Hemisphere,Colombia
31/03/2018,Wheat,No.1 CW RS,36.7,Vancouver,Western Hemisphere,Ecuador
31/03/2018,Wheat,No.1 CW RS,60.4,Prince Rupert,Asia,China P.R.
31/03/2018,Wheat,No.1 CW RS,36.8,Prince Rupert,Asia,Japan
31/03/2018,Wheat,No.1 CW RS,6.6,St. Lawrence,Western Europe,Netherlands
31/03/2018,Wheat,No.1 CW RS,15.7,St. Lawrence,Western Hemisphere,Colombia
31/03/2018,Wheat,No.1 CW RS,16.4,St. Lawrence,Western Hemisphere,Dominican Republic
31/03/2018,Wheat,No.2 CW RS,60.4,Vancouver,Asia,China P.R.
31/03/2018,Wheat,No.2 CW RS,155.1,Vancouver,Asia,Indonesia
31/03/2018,Wheat,No.2 CW RS,28.4,Vancouver,Asia,Sri Lanka
31/03/2018,Wheat,No.2 CW RS,50.6,Vancouver,Asia,Thailand
31/03/2018,Wheat,No.2 CW RS,33.5,Vancouver,Asia,United Arab Emirates
31/03/2018,Wheat,No.2 CW RS,11,Vancouver,Western Hemisphere,Chile
31/03/2018,Wheat,No.2 CW RS,26.1,Vancouver,Western Hemisphere,Colombia
31/03/2018,Wheat,No.2 CW RS,5.5,Vancouver,Western Hemisphere,Costa Rica
31/03/2018,Wheat,No.2 CW RS,26.2,Vancouver,Western Hemisphere,Peru
31/03/2018,Wheat,No.2 CW RS,27.5,Prince Rupert,Asia,Bangladesh
31/03/2018,Wheat,No.2 CW RS,26,Prince Rupert,Asia,Indonesia
31/03/2018,Wheat,No.2 CW RS,21.7,Prince Rupert,Asia,Philippines
31/03/2018,Wheat,No.2 CW RS,23.3,Prince Rupert,Western Hemisphere,Colombia
31/03/2018,Wheat,No.2 CW RS,23.4,Prince Rupert,Western Hemisphere,Ecuador
31/03/2018,Wheat,No.2 CW RS,53.1,Prince Rupert,Western Hemisphere,Mexico
31/03/2018,Wheat,No.2 CW RS,45,Prince Rupert,Western Hemisphere,Peru
31/03/2018,Wheat,No.2 CW RS,99,St. Lawrence,Africa,Nigeria
31/03/2018,Wheat,No.2 CW RS,16.5,St. Lawrence,Western Hemisphere,Mexico
31/03/2018,Wheat,No.2 CW RW,8.2,Thunder Bay,Western Hemisphere,United States
31/03/2018,Wheat,No.2 CW SWS,20.8,Vancouver,Asia,Sri Lanka
31/03/2018,Wheat,OTHER,2,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Wheat,OTHER,123.5,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Wheat,OTHER,31.8,Vancouver,Asia,Iraq
31/03/2018,Wheat,OTHER,22,Vancouver,Asia,Sri Lanka
31/03/2018,Wheat,OTHER,21.7,Vancouver,Western Hemisphere,Colombia
31/03/2018,Wheat,OTHER,14.3,Vancouver,Western Hemisphere,Costa Rica
31/03/2018,Wheat,OTHER,26.4,Vancouver,Western Hemisphere,Peru
31/03/2018,Wheat,OTHER,11,St. Lawrence,Western Hemisphere,Mexico
31/03/2018,Wheat,No.1 CW AD,30.8,Vancouver,Africa,Algeria
31/03/2018,Wheat,No.1 CW AD,10.2,Vancouver,Asia,Japan
31/03/2018,Wheat,No.1 CW AD,2.3,Vancouver,Western Hemisphere,Colombia
31/03/2018,Wheat,No.1 CW AD,6.6,Vancouver,Western Hemisphere,Costa Rica
31/03/2018,Wheat,No.1 CW AD,4.4,Vancouver,Western Hemisphere,Ecuador
31/03/2018,Wheat,No.2 CW AD,11.7,Vancouver,Asia,United Arab Emirates
31/03/2018,Wheat,No.2 CW AD,18.2,Vancouver,Western Hemisphere,Peru
31/03/2018,Wheat,No.2 CW AD,21,St. Lawrence,Western Europe,Netherlands
31/03/2018,Wheat,No.3 CW AD,139.5,Vancouver,Africa,Algeria
31/03/2018,Wheat,No.3 CW AD,8.8,Vancouver,Western Hemisphere,Peru
31/03/2018,Wheat,No.3 CW AD,31.5,St. Lawrence,Africa,Algeria
31/03/2018,Wheat,No.3 CW AD,13.4,St. Lawrence,Africa,Nigeria
31/03/2018,Wheat,OTHER,5.1,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Wheat,OTHER,55.2,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Oats,No.2 CW,12.6,Thunder Bay,Western Hemisphere,United States
31/03/2018,Oats,OTHER,1,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Oats,OTHER,94.3,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Barley,No.1 CW,28.5,Prince Rupert,Asia,China P.R.
31/03/2018,Barley,OTHER,7.8,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Barley,OTHER,210.6,Vancouver,Asia,China P.R.
31/03/2018,Rye,OTHER,8.4,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Flaxseed,OTHER,0.3,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Flaxseed,OTHER,5,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Canola,No.1 CANADA,46.2,Vancouver,Africa,Algeria
31/03/2018,Canola,No.1 CANADA,260,Vancouver,Asia,China P.R.
31/03/2018,Canola,No.1 CANADA,235.7,Vancouver,Asia,Japan
31/03/2018,Canola,No.1 CANADA,18.3,Vancouver,Asia,Pakistan
31/03/2018,Canola,No.1 CANADA,9.2,Vancouver,Asia,United Arab Emirates
31/03/2018,Canola,No.1 CANADA,39.9,Vancouver,Western Hemisphere,Mexico
31/03/2018,Canola,No.1 CANADA,96.1,Prince Rupert,Asia,China P.R.
31/03/2018,Canola,No.1 CANADA,33.6,Prince Rupert,Western Hemisphere,Mexico
31/03/2018,Canola,OTHER,42.5,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Sunflower seed,OTHER,0,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Soybeans,No.2 CANADA,57.8,Vancouver,Asia,Bangladesh
31/03/2018,Soybeans,No.2 CANADA,65.3,Vancouver,Asia,China P.R.
31/03/2018,Soybeans,No.2 CANADA,10.1,St. Lawrence,Western Europe,Belgium
31/03/2018,Soybeans,OTHER,12.2,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Peas,All grades combined,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Peas,All grades combined,2.8,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Peas,All grades combined,54.5,Vancouver,Asia,China P.R.
31/03/2018,Peas,All grades combined,0,Vancouver,Western Hemisphere,United States
31/03/2018,Corn,No.2 CE,0.5,Bay & Lakes,Western Hemisphere,United States
31/03/2018,Corn,No.3 CE,0.1,Bay & Lakes,Western Hemisphere,United States
31/03/2018,Canary seed,OTHER,1.3,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Mustard seed,OTHER,1.5,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Lentils,No.2 CANADA,9.1,Vancouver,Asia,Turkey
31/03/2018,Lentils,OTHER,0.5,Prairie Elevators,Western Hemisphere,Mexico
31/03/2018,Lentils,OTHER,8.2,Prairie Elevators,Western Hemisphere,United States
31/03/2018,Chick peas,OTHER,0.1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Wheat,No.1 CW RS,38.5,Vancouver,Asia,Bangladesh
31/07/2018,Wheat,No.1 CW RS,192.9,Vancouver,Asia,China P.R.
31/07/2018,Wheat,No.1 CW RS,102.8,Vancouver,Asia,Japan
31/07/2018,Wheat,No.1 CW RS,13.7,St. Lawrence,Western Europe,United Kingdom
31/07/2018,Wheat,No.2 CE,19.7,Bay & Lakes,Western Hemisphere,Mexico
31/07/2018,Wheat,No.2 CE,11.1,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Wheat,No.2 CW RS,50.9,Vancouver,Asia,Bangladesh
31/07/2018,Wheat,No.2 CW RS,38.5,Vancouver,Asia,China P.R.
31/07/2018,Wheat,No.2 CW RS,40.3,Vancouver,Asia,Indonesia
31/07/2018,Wheat,No.2 CW RS,10.6,Vancouver,Asia,Kuwait
31/07/2018,Wheat,No.2 CW RS,44,Vancouver,Asia,Sri Lanka
31/07/2018,Wheat,No.2 CW RS,29.1,Vancouver,Asia,United Arab Emirates
31/07/2018,Wheat,No.2 CW RS,42.9,Vancouver,Asia,Vietnam
31/07/2018,Wheat,No.2 CW RS,11.9,Vancouver,Western Hemisphere,Chile
31/07/2018,Wheat,No.2 CW RS,13.1,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CW RS,11,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,No.2 CW RS,120,Prince Rupert,Asia,Bangladesh
31/07/2018,Wheat,No.2 CW RS,52.5,Prince Rupert,Asia,Indonesia
31/07/2018,Wheat,No.2 CW RS,20.6,Prince Rupert,Western Hemisphere,Chile
31/07/2018,Wheat,No.2 CW RS,33,Prince Rupert,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CW RS,13.2,Prince Rupert,Western Hemisphere,Ecuador
31/07/2018,Wheat,No.2 CW RS,14.3,Prince Rupert,Western Hemisphere,Peru
31/07/2018,Wheat,No.2 CW RS,13.6,Thunder Bay,Western Europe,Italy
31/07/2018,Wheat,No.2 CW RS,14,St. Lawrence,Africa,Cameroon
31/07/2018,Wheat,No.2 CW RS,45.5,St. Lawrence,Africa,Ghana
31/07/2018,Wheat,No.2 CW RS,5.5,St. Lawrence,Africa,Morocco
31/07/2018,Wheat,No.2 CW RS,36.2,St. Lawrence,Africa,Nigeria
31/07/2018,Wheat,No.2 CW RS,3.8,St. Lawrence,Africa,Senegal
31/07/2018,Wheat,No.2 CW RS,3,St. Lawrence,Africa,Togo
31/07/2018,Wheat,No.2 CW RS,27.5,St. Lawrence,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CW RS,21.6,St. Lawrence,Western Hemisphere,Puerto Rico
31/07/2018,Wheat,No.2 CW RW,5.5,St. Lawrence,Western Hemisphere,Haiti
31/07/2018,Wheat,No.3 CE,0,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Wheat,OTHER,10.8,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Wheat,OTHER,155.9,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Wheat,OTHER,50,Vancouver,Asia,Iraq
31/07/2018,Wheat,OTHER,33,Vancouver,Asia,Sri Lanka
31/07/2018,Wheat,OTHER,11,Vancouver,Asia,Vietnam
31/07/2018,Wheat,OTHER,13.2,Vancouver,Western Hemisphere,Chile
31/07/2018,Wheat,OTHER,9.9,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,OTHER,27.5,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,OTHER,22.6,Prince Rupert,Western Hemisphere,Chile
31/07/2018,Wheat,OTHER,13.2,Prince Rupert,Western Hemisphere,Colombia
31/07/2018,Wheat,OTHER,6,Thunder Bay,Western Europe,Italy
31/07/2018,Wheat,OTHER,7,St. Lawrence,Africa,Nigeria
31/07/2018,Wheat,No.1 CW AD,38.5,Vancouver,Africa,Morocco
31/07/2018,Wheat,No.1 CW AD,14.8,Vancouver,Asia,Japan
31/07/2018,Wheat,No.1 CW AD,12.1,Vancouver,Asia,United Arab Emirates
31/07/2018,Wheat,No.1 CW AD,21.1,Thunder Bay,Africa,Morocco
31/07/2018,Wheat,No.1 CW AD,27.3,St. Lawrence,Africa,Algeria
31/07/2018,Wheat,No.1 CW AD,55,St. Lawrence,Africa,Morocco
31/07/2018,Wheat,No.2 CW AD,9.8,Vancouver,Asia,Japan
31/07/2018,Wheat,No.2 CW AD,23.6,Vancouver,Asia,Kuwait
31/07/2018,Wheat,No.2 CW AD,10.9,Vancouver,Asia,United Arab Emirates
31/07/2018,Wheat,No.2 CW AD,8.8,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,No.3 CW AD,29.2,Vancouver,Africa,Algeria
